,type,event_timex,tlink_label,file
1262,silver,be the case if scientific analysis were introduced into the,unspecified,001
1263,silver,have all cut rates--between them may yet scotch talk of,unrealized,001
1264,silver,lowest pace in a year *end* *end* *start* analysts predicted they could,unspecified,001
1265,silver,middlemen by selling direct *end* *start* and building machines only,unspecified,001
1266,silver,provided by last october's market crash century has witnessed only eight,unspecified,001
1267,silver,*start* it depends on which are being debated *end* *end*,unspecified,001
1268,silver,"manufacturers are adjusting incentives in *start* " said robert schnorbus,unspecified,001
1269,silver,*start* they range from giving range from giving the federal,unspecified,001
1270,silver,*start* the august decline followed august decline followed a revised,before,001
1271,silver,*start* investors suffered a 6% a 6% decline in principal,overlap,001
1272,silver,closed for the easter holiday and little investors initially sold technology stocks,unspecified,001
1273,silver,reserve in 2005 *end* *end* bernanke was nominated to head,overlap,001
1274,silver,which would feed speculation that at its june 27 -28 meeting *end*,unspecified,001
1275,silver,market on tuesday helped to on tuesday helped to propel,unspecified,001
1276,silver,a panic sets in *end* are already arguing that the,unspecified,001
1277,silver,productivity center said in its this parity compares the amount,unspecified,001
1278,silver,pulled back yesterday *end* *end* murakami's fund rose *end* *end*,unspecified,001
1279,silver,*start*  may 's selloff selloff has seen year-to-date gains,unspecified,001
1280,silver,economy has darkened considerably *end* financial crisis expected to push,overlap,001
1281,silver,action was aimed at restoring primarily at boosting growth *end*,unspecified,001
1282,silver,as investors geared up for "there's some skittishness as a,after,001
1283,silver,*start*  said james christian new-home sales dropping to a,unspecified,001
1284,silver,*start* once using extra-high cushions but by making its own,unspecified,001
1285,silver,users can debate whether facebook place to post a picture,unspecified,001
1286,silver,is being eroded *end* *end* *start* since 1976 annual gdp,unspecified,001
1287,silver,stocks in the past year *end* *end* *start* in the past 12 months *end* *end*,unspecified,001
1288,silver,the dollar rebounded during the composite index fell about 160,overlap,001
1289,silver,minutes on monday morning after a police dog indicated that a,overlap,001
1290,silver,the economy continued to grow grow in december *end* *end*,overlap,001
1291,silver,who would fill two remaining *start*  told the senate,unspecified,001
1292,silver,9% pace in 2008 *end* *end* *start*  down from the,unspecified,001
1293,silver,inflation is estimated at 1 *start* 2% in april *end* *end*,overlap,001
1294,silver,is an effort by the *start*  save the government,unspecified,001
1295,silver,*start* and building machines only they are ordered -- has,unspecified,001
1296,silver,been nearly a year since thailand since thailand devalued the baht,unspecified,001
1297,silver,important in understanding why mr it could alter investors' expectations,unspecified,001
1298,silver,fed can provide over the provide over the coming year *end* *end*,unspecified,001
1299,silver,the alarm felt by many new yorkers elected bill de,unspecified,001
1300,silver,stocks higher yesterday *end* *end* *start*  pushing the dow,overlap,001
1301,silver,auto makers responded by fattening incentives in november *end* *end*,overlap,001
1302,silver,to begin late next year *end* *end* "considerable downside risks " to,unspecified,001
1303,silver,*start*  pushing the yield jones industrials rose 87 *end*,unspecified,001
1304,silver,economy is now entering a is now entering a major,overlap,001
1305,silver,*start* and right now we're in we're in the blind panic mode *end* *end*,overlap,001
1306,silver,a 6% decline in principal many would say it wasn't,unspecified,001
1307,silver,going private four years ago *end* *end* *start*  filed for chapter,after,001
1308,silver,tempting to believe otherwise *end* it was less than eight weeks ago that the,after,001
1309,silver,game unit agreed to a "jakks pacific rose 1 *end*,unspecified,001
1310,silver,is "in line with expectations *start* " said mark riedy,unspecified,001
1311,silver,imf said wednesday in its *start* just a few months after upgrading,unspecified,001
1312,silver,economic growth increases *end* *end* and investment suggest that eliminating,unspecified,001
1313,silver,more than two months of deliberations *start* has rolled out its,unspecified,001
1314,silver,they haven't quit their jobs already and decided to sail,unspecified,001
1315,silver,european markets set highs *end* *start*  played catch-up with,overlap,001
1316,silver,us would consider the question *start* it depends on which,unspecified,001
1317,silver,"has been a good year " for fed will be in a,unspecified,001
1318,silver,*start* "the impact [the microsoft been more sizable than normal,unspecified,001
1319,silver,cut significantly reduces the cost if businesses invest more *end*,unspecified,001
1320,silver,had to become aware of to become aware of the,unrealized,001
1321,silver,october from the month before *end* *end* census bureau reported retail sales,unspecified,001
1322,silver,*start*  justifying enormous leaps *start* *start* today *end* *end*,unspecified,001
1323,silver,bring an end to the fiat will pay the treasury,unspecified,001
1324,silver,the circle continues *end* *end* are often known by euphemisms,unspecified,001
1325,silver,tomorrow's monthly expiration of options strategists frequently complain that expiration,unspecified,001
1326,silver,1% in february *end* *end* *start*  alarmed economists and,after,001
1327,silver,financial markets closed for the closed for the easter holiday and little,overlap,001
1328,silver,to put the past 12 months well behind they haven't quit their jobs,unspecified,001
1329,silver,shares dived yesterday after intel *start* intel swooned 4 *end*,unspecified,001
1330,silver,treasury department mails about 160 benefit checks a year *end* *end*,unspecified,001
1331,silver,sellers who placed well-timed bets *start* strunk surveys a group,unspecified,001
1332,silver,sign of inflation *end* *end* " he said *end* *end*,unspecified,001
1333,silver,*start* riedy forecast *end* *end* "a small surge " in,unspecified,001
1334,silver,stocks in the past year *end* *end* that does nothing more complicated,unspecified,001
1335,silver,had been repealed by tremendous *start*  justifying enormous leaps,after,001
1336,silver,*start* yellen appeared at a confirmation hearing thursday alongside two,unspecified,001
1337,silver,consumers to increase their holdings investors shouldn't assume that the,unspecified,001
1338,silver,*start* stocks got cheaper *end* *start* in 2005 *end* *end*,unspecified,001
1339,silver,of interest seems exceptional even may have signaled an approaching,unspecified,001
1340,silver,it has begun to trace who has served as president,unspecified,001
1341,silver,he had violated the country's and would step away from,before,001
1342,silver,"today was mindless *end* *end* *start* and right now we're in,unspecified,001
1343,silver,they were yesterday *end* *end* composite index fell 25 *end*,unspecified,001
1344,silver,30-year bull run *end* *end* yields have hit bottom--but it,unspecified,001
1345,silver,we have embarked on in embarked on in 15 years *end* *end*,after,001
1346,silver,*start*  increased car taxes moves that prompted consumers to,after,001
1347,silver,other economists expect new-home sales sales to drop modestly through,unrealized,001
1348,silver,*start* *start* late monday *end* *end* 84 yen late friday *end* *end*,after,001
1349,silver,allowed to offer competing "money consumers to increase their holdings,unspecified,001
1350,silver,*start*  told the senate economic outlook remains bright despite,overlap,001
1351,silver,industrial average rose about 62 a sustained impact on the,unspecified,001
1352,silver,*start* as uncertainty over the friday prompted profit-taking in pricey,before,001
1353,silver,producer prices jumped 1% in 1% in february *end* *end*,overlap,001
1354,silver,rates in 1985 *end* *end* *start* riedy forecast *end* *end*,unrealized,001
1355,silver,if businesses invest more *end* economic growth increases *end* *end*,unspecified,001
1356,silver,americans are compelled to pay compelled to pay for silly,unspecified,001
1357,silver,*start* but today the american is being eroded *end* *end*,overlap,001
1358,silver,banks were allowed to offer *start* investors suffered a 6%,unspecified,001
1359,silver,our economy accelerates its progress it has begun to trace,after,001
1360,silver,it's not unprecedented and is the same amount by which,unspecified,001
1361,silver,has been sharp *end* *end* central bank cut rates and,unspecified,001
1362,silver,"i don't see much promise *start*  said james christian,unspecified,001
1363,silver,*start* in calling for government government to end corporate pork-barrel,unrealized,001
1364,silver,fed must craft policies that our economy accelerates its progress,before,001
1365,silver,become more dovish *end* *end* to be seen --although japanese,unrealized,001
1366,silver,andrew cuomo gushed *end* *end* the nation's rev. sharpton -- and,unspecified,001
1367,silver,profit was cut by the cost of splitting from at&t,before,001
1368,silver,isn't as concentrated in the concentrated in the last few days leading up,overlap,001
1369,silver,moves that prompted consumers to government data released friday *end*,unspecified,001
1370,silver,*start* on may 2 *end* *end* central bank cut rates and,overlap,001
1371,silver,way to work out a activists are negotiating to try,unspecified,001
1372,silver,pulled back yesterday *end* *end* *start* as uncertainty over the,unspecified,001
1373,silver,*start*  said yesterday *end* *start* said yesterday *end* *end*,overlap,001
1374,silver,interest -- jumped 7 *end* *start*  fell to 3,overlap,001
1375,silver,elderly; 20% fell into the are not unaffected by economic,unspecified,001
1376,silver,*start* intel swooned 4 *end* *start*  tumbling $7 *end*,overlap,001
1377,silver,it was signed by 61 we were taking a moral,overlap,001
1378,silver,small stocks falls to roughly fed is raising rates *end*,unspecified,001
1379,silver,for policies aimed at reducing fed must craft policies that,unspecified,001
1380,silver,the dow rose 2 *end* *start*  extending its weekly,overlap,001
1381,silver,was closed monday and tuesday which was closed monday and,overlap,001
1382,silver,the funds generate a predictable already was available from insurer-run,after,001
1383,silver,going to tumble into a "when you look at spending,unrealized,001
1384,silver,*start* bernanke distinguishes between the *start* on aug. 17 *end* *end*,before,001
1385,silver,of popularity this year *end* *end* record levels reached in the,unspecified,001
1386,silver,unchanged from 105.84 yen late 84 yen late friday *end* *end*,unspecified,001
1387,silver,taking a moral stand *end* *end* first americans hated taxes; the,unspecified,001
1388,silver,package assembled earlier in the week by the south africa rose 2% *end*,unspecified,001
1389,silver,think we're near the bottom other economists expect new-home sales,unspecified,001
1390,silver,expanding as 1988 unfolds *end* this consensus deserves close scrutiny,unspecified,001
1391,silver,further in coming months *end* *end* *start* analysts predicted they could,unrealized,001
1392,silver,specialty stores siphoned sales *end* *start* in 1991 *end* *end*,unspecified,001
1393,silver,economy was moving toward price going to need all the,unspecified,001
1394,silver,but only 220 more years to reach years to reach $28 *end*,unspecified,001
1395,silver,*start*  controlling inflation while were so intertwined as to,overlap,001
1396,silver,used to restore proposed cuts small in 1986 *end* *end*,unspecified,001
1397,silver,*start*  indicates whether various worse than the previous month *end* *end*,unspecified,001
1398,silver,*start* has dropped to 1 inflation is estimated at 1,overlap,001
1399,silver,many would say it wasn't wasn't even a money fund anymore *end*,unspecified,001
1400,silver,market on tuesday helped to *start* strong gains by the,overlap,001
1401,silver,*start* analysts say investors initially *start* *start* late monday *end* *end*,unspecified,001
1402,silver,exchange in the first half of march *end* *end* reporting period ended march 14,unspecified,001
1403,silver,*start* is taking a more *start*  did *end* *end*,after,001
1404,silver,are very sensitive to any more volatility lies ahead *end*,overlap,001
1405,silver,fed will push up interest jones industrials skidded 48 *end*,unspecified,001
1406,silver,bernanke hasn't cut the fed's it could alter investors' expectations,unrealized,001
1407,silver,*start* *start* care to guess stocks in the past year *end* *end*,unspecified,001
1408,silver,*start*  saw its index is still down about 50%,unspecified,001
1409,silver,the economy continued to grow grow in december *end* *end*,unspecified,001
1410,silver,*start*  the start of 1988 is no is no exception *end* *end*,unspecified,001
1411,silver,of furniture fell 6% last fell 6% last year *end* *end*,overlap,001
1412,silver,consumers have pulled back *end* "jakks pacific rose 1 *end*,before,001
1413,silver,*start*  reports dun & operations are failing *end* *end*,unspecified,001
1414,silver,*start*  today *end* *end* has been rehabilitated into the,before,001
1415,silver,unlikely to pull the euro continue to suggest a soft,unspecified,001
1416,silver,*start* shortly before banks were allowed to offer competing "money,overlap,001
1417,silver,s&p 500 closed at 16 *start* it finished 2004 at,after,001
1418,silver,economy has darkened considerably *end* expected to push several advanced,unspecified,001
1419,silver,*start* after falling sharply on stock average dropped 121 points,unspecified,001
1420,silver,in fiscal 1986 defense spending president reagan endorsed the lower,unspecified,001
1421,silver,*start* companies lobby for give-backs *start* congress faces extreme pressure,overlap,001
1422,silver,the imf considers a global imf still expects a recovery,unspecified,001
1423,silver,*start* they noted that a is usually a few hours before the,unspecified,001
1424,silver,*start* japan had the advantage *start* it fell behind the,overlap,001
1425,silver,a political nonstarter *end* *end* them are concluding *end* *end*,before,001
1426,silver,bonds are becoming hypersensitive to has been sharp *end* *end*,unspecified,001
1427,silver,*start* 57-point rally on friday 57-point rally on friday *end* *end*,overlap,001
1428,silver,yields generally rise with the *start* as shown in the,unspecified,001
1429,silver,place to post a picture *start* *start* now *end* *end*,unspecified,001
1430,silver,this year pegged its own the company earlier this year pegged its,overlap,001
1431,silver,important in understanding why mr bernanke hasn't cut the fed's,unrealized,001
1432,silver,the market treaded water *end* corporate profits grew quickly *end*,overlap,001
1433,silver,four at the end of last period *end* *end* figures are based on trading,unspecified,001
1434,silver,the government wants slower economic growth to avoid inflation and,unspecified,001
1435,silver,57-point rally on friday *end* *end* most investors said the effect,unspecified,001
1436,silver,of popularity this year *end* *end* enjoyed a resurgence of popularity,overlap,001
1437,silver,short-selling activity soared at the exchange in the first half of march *end* *end*,overlap,001
1438,silver,those who worry more that economy isn't expanding quickly enough,unspecified,001
1439,silver,markets are closed today for are closed today for a,overlap,001
1440,silver,more volatility lies ahead *end* investors should watch out *end*,unspecified,001
1441,silver,*start* " said robert j *start*  the fourth quarter and the,unspecified,001
1442,silver,he had violated the country's and would step away from,unrealized,001
1443,silver,buyers are justifying heavy debt price will bail them out,unrealized,001
1444,silver,"considerable downside risks " to *start* which assumes u *end*,unspecified,001
1445,silver,markets have felt the heat have been resilient *end* *end*,overlap,001
1446,silver,but don't assume that portfolio managers are positioning themselves to,unspecified,001
1447,silver,demand is intact *end* *end* *start* " said quincy krosby,unspecified,001
1448,silver,*start*  place a pool the funds generate a predictable,after,001
1449,silver,role to introducing "circuit breakers" that can cool the pace,unspecified,001
1450,silver,*start* strong gains by the market on tuesday helped to,overlap,001
1451,silver,*start* since 1976 annual gdp has steadily declined *end* *end*,before,001
1452,silver,economic advisers considered the economic the agency emphasized demand-side effects,overlap,001
1453,silver,was at 105.79 yen *end* *end* unchanged from 105.84 yen late,unspecified,001
1454,silver,*start* analysts said *end* *end* *start* " said roger mcnamee,unspecified,001
1455,silver,is to maximize the incentives *start* geithner said *end* *end*,unspecified,001
1456,silver,high fixed costs *end* *end* the recession cut customer traffic,unspecified,001
1457,silver,the market turns its attention meeting at the end of the month *end* *end*,unspecified,001
1458,silver,year and into 2009 *end* *end* expected to expand at a,unspecified,001
1459,silver,mark in november *end* *end* will keep expanding as 1988,unspecified,001
1460,silver,syndicate specialists said the bonds and co-managers said they had,unspecified,001
1461,silver,7% in march *end* *end* to be seen --although japanese,unspecified,001
1462,silver,and into 2009 *end* *end* is now expected to expand,unspecified,001
1463,silver,*start*  up 21% from *start*  reports dun &,unspecified,001
1464,silver,*start* *start* late monday *end* *end* was at 105.79 yen *end* *end*,overlap,001
1465,silver,are for 1988 *end* *end* japan almost equaled france in,unspecified,001
1466,silver,efforts to damp inflation have *start*  friday 's report,unspecified,001
1467,silver,company's shares fell 4% to *start* lucent posted strong quarterly,unspecified,001
1468,silver,nearly as well when the reserve is raising interest rates,unspecified,001
1469,silver,billion over the next three years when compared years when compared with an,unspecified,001
1470,silver,have now turned positive *end* violence of may 's selloff,unspecified,001
1471,silver,try to come up with come to conclude is the,unspecified,001
1472,silver,*start* it closed friday at it closed friday at 70,unspecified,001
1473,silver,michelle obama sent a congratulatory andrew cuomo gushed *end* *end*,unspecified,001
1474,silver,as mayor last year *end* *end* "progressive" who pledged to soak,overlap,001
1475,silver,*start* on may 2 *end* *end* german yields hit a record,overlap,001
1476,silver,airport for about 80 minutes on monday minutes on monday morning after a,overlap,001
1477,silver,fed's chairman from 1987 to 2006 *end* *end* fed's chairman from 1987 to 2006 *end* *end*,unspecified,001
1478,silver,insurers generally keep any remaining when you die *end* *end*,before,001
1479,silver,*start* the downgrades were all all investors needed to sell,after,001
1480,silver,*start* comments on sunday from china's the economy hurt the growth-sensitive,unspecified,001
1481,silver,continued to grow in december to grow in december *end* *end*,overlap,001
1482,silver,*start* *start* today *end* *end* *start*  just a few weeks later *end* *end*,unspecified,001
1483,silver,fed can provide over the " he said *end* *end*,unspecified,001
1484,silver,*start* " said james f you can't solve with lower,unspecified,001
1485,silver,just as obsequious *end* *end* *start* it turned out in,unspecified,001
1486,silver,*start* optimists saw it as bolder types concluded *end* *end*,unspecified,001
1487,silver,personal computer sales *end* *end* formula -- skipping middlemen by,unspecified,001
1488,silver,over the turmoil in the china is targeting lower growth,overlap,001
1489,silver,discuss the nov. 4 elections *end* *start*  in april the president,unspecified,001
1490,silver,stocks got cheaper *end* *end* could get cheaper still *end*,unrealized,001
1491,silver,may have signaled an approaching mark in november *end* *end*,unspecified,001
1492,silver,when you look at them *start* you see there are,overlap,001
1493,silver,economy slows in december *end* *end* *start* " said robert j,unspecified,001
1494,silver,imf still expects a recovery to begin late next year *end* *end*,unrealized,001
1495,silver,germany is welcome *end* *end* unlikely to pull the euro,unrealized,001
1496,silver,should be aware of how fund is taking *end* *end*,overlap,001
1497,silver,slow down in the second half *end* *end* and bonds rallied on his,unspecified,001
1498,silver,*start* yellen appeared at a nominees to become fed governors,unrealized,001
1499,silver,is being eroded *end* *end* *start* but today the american,overlap,001
1500,silver,*start* in about 2 1/2 years *end* *end* will become eligible for social,unspecified,001
1501,silver,*start* investors suffered a 6% small fund several years ago *end* *end*,overlap,001
1502,silver,financial markets detached themselves from fairly resounding yes *end* *end*,unspecified,001
1503,silver,*start* that requires even higher the circle continues *end* *end*,unspecified,001
1504,silver,and employment in december *end* *end* for t he 13th consecutive month *end* *end*,unspecified,001
1505,silver,company has proposed an initial investors already own the stock,unspecified,001
1506,silver,japan almost equaled france in but was outpaced by the,unspecified,001
1507,silver,to the plunging financial markets global damage inflicted by the,overlap,001
1508,silver,the president appeared at a *start*  conferred with mr,unspecified,001
1509,silver,the agency emphasized demand-side effects invest were projected to raise,unspecified,001
1510,silver,were also voting to bring is now creating the biggest,before,001
1511,silver,administration will begin negotiations with both nations announced *end* *end*,after,001
1512,silver,were unchanged in july *end* *end* is "in line with expectations,unspecified,001
1513,silver,*start* *start* yesterday *end* *end* *start*  saw its index,toText,001
1514,silver,government data released friday *end* data released friday *end* *end*,overlap,001
1515,silver,"a small surge " in mortgage rates in 1985 *end* *end*,unspecified,001
1516,silver,output would raise revenues by $133 billion over that period *end* *end*,unspecified,001
1517,silver,inflation in weeks ahead *end* *end* fed will be in a,unrealized,001
1518,silver,financial package assembled earlier in package assembled earlier in the week by the,unspecified,001
1519,silver,purchasing agents indicated *end* *end* its members reported a decline,unspecified,001
1520,silver,on in 15 years *end* *end* agreement] will increase market access,unspecified,001
1521,silver,census bureau reported retail sales retail sales slipped 0 *end*,before,001
1522,silver,will begin negotiations with south we have embarked on in,unspecified,001
1523,silver,*start* but stopped short of have to raise interest rates,unrealized,001
1524,silver,that is standing on firm *start* payrolls growth of 165,unspecified,001
1525,silver,major currencies ended little changed financial markets closed for the,unspecified,001
1526,silver,we were taking a moral first americans hated taxes; the,after,001
1527,silver,*start*  tumbling $7 *end* *start* *start* today was mindless,unspecified,001
1528,silver,*start* i'll sell it and it and make a lot,overlap,001
1529,silver,bernanke was nominated to head reserve in 2005 *end* *end*,overlap,001
1530,silver,84 yen late friday *end* *end* unchanged from 105.84 yen late,overlap,001
1531,silver,market on tuesday helped to helped to propel european and,after,001
1532,silver,*start* 000 last year *end* *end* *start* riedy forecast *end* *end*,unspecified,001
1533,silver,"there's some skittishness as a *start*  said yesterday *end*,overlap,001
1534,silver,*start* greenspan suggested that progress may be drawing to a,overlap,001
1535,silver,*start* " says edward a had to become aware of,unspecified,001
1536,silver,figures are based on trading investors who short " shares,unspecified,001
1537,silver,shares dived yesterday after intel technology shares dived yesterday after,overlap,001
1538,silver,we're in the blind panic mode *end* *end* lot better buy today than,unspecified,001
1539,silver,mankind took 30,000 years to get years to get to $919,overlap,001
1540,silver,3% in november *end* *end* *start*  declined to 51,after,001
1541,silver,these investments use different strategies strategies but start with the,unspecified,001
1542,silver,would likely push the balance those who worry more that,unspecified,001
1543,silver,it could alter investors' expectations *start* he cut rates after,unspecified,001
1544,silver,expected to close within the close within the next 30 to 60 days following antitrust,unspecified,001
1545,silver,options contracts yielded few suspects the stock falling 2 9/16,unspecified,001
1546,silver,for t he 13th consecutive month *end* *end* continued to fall *end* *end*,overlap,001
1547,silver,*start*  alarmed economists and economists and sent financial markets,overlap,001
1548,silver,benefit checks a year *end* *end* *start* which translates into $100,unspecified,001
1549,silver,may's selloff suggests that with are very sensitive to any,overlap,001
1550,silver,security beneficiaries next year and hold year and hold growth in,unspecified,001
1551,silver,the weakest level since 2002 level since 2002 and near,unspecified,001
1552,silver,was closed monday and tuesday monday and tuesday *end* *end*,unspecified,001
1553,silver,other funds stick to the yields generally rise with the,unspecified,001
1554,silver,the euro slid to 99 84 yen late friday *end* *end*,overlap,001
1555,silver,spending is higher than the record was 49% during world,after,001
1556,silver,monday and tuesday *end* *end* which was closed monday and,overlap,001
1557,silver,does it deliver *end* *end* is the elimination of the,unspecified,001
1558,silver,professor who sits on a committee that determines when recessions,unspecified,001
1559,silver,*start* analysts predicted they could drop further in coming months *end* *end*,unspecified,001
1560,silver,000 for all 1984 *end* *end* *start* 000 last year *end* *end*,before,001
1561,silver,technobabble to camouflage unjustifiable investments which typically fall into four,unspecified,001
1562,silver,to make sure that a crash like oct. 19 doesn't happen,unspecified,001
1563,silver,*start* the figures are for are for 1988 *end* *end*,unspecified,001
1564,silver,*start* they say that this isn't as concentrated in the,unspecified,001
1565,silver,of the 1980s *end* *end* sharpton once epitomized new york's,overlap,001
1566,silver,imf still expects a recovery *start* it warned there are,overlap,001
1567,silver,stock was downgraded by two *start* intel swooned 4 *end*,unspecified,001
1568,silver,25 to october 19 *end* *end* economy also slumped *end* *end*,unspecified,001
1569,silver,fanfare just two years ago *end* *end* *start* *start* designed by some,unspecified,001
1570,silver,record was 49% during world american companies should lead in,unspecified,001
1571,silver,tend to boost the value positions and embolden bearish investors,unspecified,001
1572,silver,this is a definitive turning point for the after its 30-year bull run,unspecified,001
1573,silver,level since 2002 and near the imf considers a global,unspecified,001
1574,silver,for fiscal 1986 *end* *end* which starts oct. 1 *end* *end*,unspecified,001
1575,silver,*start*  save the government treasury department mails about 160,unspecified,001
1576,silver,could get cheaper still *end* uninspiring annual performances of its,unrealized,001
1577,silver,intel is up 146% *end* microsoft has doubled *end* *end*,overlap,001
1578,silver,man became better off more quickly domestic product grew to $28,unspecified,001
1579,silver,*start* sharpton led protests against just as obsequious *end* *end*,overlap,001
1580,silver,planned visit friday to a decision to stand behind and,unspecified,001
1581,silver,more volatility lies ahead *end* investors should watch out *end*,unrealized,001
1582,silver,years to reach $28 *end* *start* but today the american,unspecified,001
1583,silver,murakami and declines in u friday prompted profit-taking in pricey,after,001
1584,silver,president obama's embrace of mr particularly intense this year *end* *end*,overlap,001
1585,silver,an ad appeared in this it was signed by 61,after,001
1586,silver,improvement was broad-based *end* *end* accomplishment should quiet those who,unspecified,001
1587,silver,*start* geithner said *end* *end* going to happen *end* *end*,unspecified,001
1588,silver,*start*  surpassed japan in japan almost equaled france in,overlap,001
1589,silver,company has proposed an initial this year pegged its own,after,001
1590,silver,may be drawing to a *start* but stopped short of,unspecified,001
1591,silver,slide will prove another exception but experience suggests otherwise *end*,unspecified,001
1592,silver,local taxes now consume a taxes now consume a whopping,overlap,001
1593,silver,pace would provide a perilously important considerations point to just,unspecified,001
1594,silver,the same amount by which may yet come *end* *end*,unspecified,001
1595,silver,single-family homes fell 8 *end* *start* analysts predicted they could,after,001
1596,silver,labor statistics reported that producer producer prices rose a larger-than-expected,before,001
1597,silver,of poor reached a post-1965 reached a post-1965 high *end*,unspecified,001
1598,silver,the right approach *end* *end* *start* " said mr *end*,unspecified,001
1599,silver,expected to expand at a 9% pace in 2008 *end* *end*,overlap,001
1600,silver,particularly intense this year *end* *end* *start*  on monday he called,unspecified,001
1601,silver,closed for the easter holiday and little financial markets closed for the,overlap,001
1602,silver,management in 1998 to prevent *start* bernanke distinguishes between the,unspecified,001
1603,silver,administration has agreed to more for fiscal 1986 *end* *end*,unspecified,001
1604,silver,double tax raises long-term income thing to track is the,unspecified,001
1605,silver,monday he called mr *end* *start* in april the president,after,001
1606,silver,business activity rising about 2% pace would provide a perilously,unspecified,001
1607,silver,the most active call contracts been as active as some,unspecified,001
1608,silver,show to discuss the nov discuss the nov. 4 elections *end*,unspecified,001
1609,silver,company has proposed an initial the company earlier this year pegged its,unspecified,001
1610,silver,videogame makers powered up after game unit agreed to a,before,001
1611,silver,health-care stocks fared better *end* and manufacturers lagged behind *end*,overlap,001
1612,silver,*start* industry creates a vicious *start* companies lobby for give-backs,unspecified,001
1613,silver,monday he called mr *end* show to discuss the nov,overlap,001
1614,silver,would likely push the balance *start* ) noted that recent,unspecified,001
1615,silver,4 times 2005 earnings *end* *start* it finished 2004 at,unspecified,001
1616,silver,andrew cuomo gushed *end* *end* jerry nadler rushed to pay,overlap,001
1617,silver,*start* investors suffered a 6% fund had extended the maturity,after,001
1618,silver,*start* prices swung in a "double witching" today *end* *end*,after,001
1619,silver,for all 1984 *end* *end* *start* 000 last year *end* *end*,unspecified,001
1620,silver,"progressive" who pledged to soak were also voting to bring,overlap,001
